id,eg_source,eg_title,eg_link
300,economist,Climate change will affect developing countries more than rich ones,https://www.economist.com/graphic-detail/2018/05/09/climate-change-will-affect-developing-countries-more-than-rich-ones
301,economist,Germany is becoming more open and more fragmented,https://www.economist.com/graphic-detail/2018/04/17/germany-is-becoming-more-open-and-more-fragmented
302,economist,Are alpha males worse investors?,https://www.economist.com/graphic-detail/2018/02/20/are-alpha-males-worse-investors
303,economist,Three landings and a take-off,https://www.economist.com/graphic-detail/2018/02/06/three-landings-and-a-take-off
304,economist,Italian general election poll tracker,https://www.economist.com/graphic-detail/2018/01/30/italian-general-election-poll-tracker
305,economist,Who does the most in your household?,https://www.economist.com/graphic-detail/2017/10/05/who-does-the-most-in-your-household
306,economist,Where Donald Trump lost the debate,https://www.economist.com/graphic-detail/2016/09/29/where-donald-trump-lost-the-debate
307,economist,The second presidential debate,https://www.economist.com/graphic-detail/2016/10/09/the-second-presidential-debate
308,economist,Seafood substitutions are increasing,https://www.economist.com/graphic-detail/2016/09/21/seafood-substitutions-are-increasing
309,economist,Our German election poll tracker,https://www.economist.com/graphic-detail/2017/08/11/our-german-election-poll-tracker
310,economist,Pricey London property may push Labour voters into Conservative constituencies,https://www.economist.com/graphic-detail/2017/08/08/pricey-london-property-may-push-labour-voters-into-conservative-constituencies
311,economist,Why biggest isn't fastest in the animal kingdom,https://www.economist.com/graphic-detail/2017/07/26/why-biggest-isnt-fastest-in-the-animal-kingdom
312,economist,A key White House post remains unfilled: First Pet,https://www.economist.com/graphic-detail/2017/07/17/a-key-white-house-post-remains-unfilled-first-pet
313,economist,What to expect in Iran's presidential election today,https://www.economist.com/graphic-detail/2017/05/19/what-to-expect-in-irans-presidential-election-today
314,economist,The sheep that changed the world,https://www.economist.com/graphic-detail/2017/02/17/the-sheep-that-changed-the-world
315,economist,China's roads and workplaces seem to be getting less lethal,https://www.economist.com/graphic-detail/2017/02/08/chinas-roads-and-workplaces-seem-to-be-getting-less-lethal
316,economist,How necessary is Donald Trump's wall?,https://www.economist.com/graphic-detail/2017/01/26/how-necessary-is-donald-trumps-wall
317,economist,China powers ahead with a new direct-current infrastructure,https://www.economist.com/graphic-detail/2017/01/16/china-powers-ahead-with-a-new-direct-current-infrastructure
318,economist,"Fidel Castro, 1926-2016",https://www.economist.com/graphic-detail/2016/11/26/fidel-castro-1926-2016
319,economist,How to find exoplanets,https://www.economist.com/graphic-detail/2016/08/25/how-to-find-exoplanets
320,economist,A brief history of the Olympic games,https://www.economist.com/graphic-detail/2016/08/05/a-brief-history-of-the-olympic-games
321,economist,Characteristics of incoming British prime ministers,https://www.economist.com/graphic-detail/2016/07/13/characteristics-of-incoming-british-prime-ministers
322,economist,Iraq's deadly war,https://www.economist.com/graphic-detail/2016/07/08/iraqs-deadly-war
323,economist,British military deaths,https://www.economist.com/graphic-detail/2016/07/06/british-military-deaths
324,economist,Can tuna prices predict Japan's GDP growth?,https://www.economist.com/graphic-detail/2017/01/10/can-tuna-prices-predict-japans-gdp-growth
325,economist,America's electoral college and the popular vote,https://www.economist.com/graphic-detail/2016/12/28/americas-electoral-college-and-the-popular-vote
326,economist,The market for unwanted gift vouchers,https://www.economist.com/graphic-detail/2016/12/29/the-market-for-unwanted-gift-vouchers
327,pinterest,Barack Obama and John McCain have raised millions of dollars for their presidential campaign,https://www.pinterest.com/pin/449445237791798224/
328,pinterest,American History-Alcohol ,https://www.pinterest.com/pin/374854368978085187/
329,pinterest,"Weed, the People.",https://www.pinterest.com/pin/283234264039318852/
330,visually,"Hamburgers: America's Favorate, By the Numbers",https://visual.ly/community/Infographics/food/hamburgers-economics-americas-favorite-food
331,visually,Food Profiles Of Self-Described Liberals Vs. Conservatives,https://visual.ly/community/Infographics/food/food-profiles-self-described-liberals-vs-conservatives
332,dailyinfographic,One Nation Under Hops,https://www.dailyinfographic.com/one-nation-under-hops-infographic
333,dailyinfographic,A Simple Timeline of China's Economic Development,https://www.dailyinfographic.com/chinese-economics
334,dailyinfographic,Breaking Dad,https://www.dailyinfographic.com/fathers-day-facts
335,dailyinfographic,Marvel Characters With The Highest Film Kill Counts,https://www.dailyinfographic.com/marvel-kill-counts
336,dailyinfographic,Where Are You Most Likely To Spot UFOs?,https://www.dailyinfographic.com/ufo-sightings-ranked
337,dailyinfographic,What Do The Happiest Countries Have In Common?,https://www.dailyinfographic.com/happiest-countries
338,dailyinfographic,"The 20 Most Populous Cities In The World, Ranked",https://www.dailyinfographic.com/most-populous-cities
339,behance,21st - Century Exodus,https://www.behance.net/gallery/56127009/WIRED-US-21st-Century-Exodus
340,behance,Techlash? America's Growing Concern with Major Technology Companies,https://www.behance.net/gallery/93899355/GALLUP-KNIGHT-FOUNDATION-Techlash/modules/542549455
341,behance,Techlash? America's Growing Concern with Major Technology Companies,https://www.behance.net/gallery/93899355/GALLUP-KNIGHT-FOUNDATION-Techlash/modules/542549453
342,behance,Tiere In Zahlen,https://www.behance.net/gallery/117973643/KULTURAUSTAUSCH-Tiere-In-Zahlen
343,behance,Tiere In Zahlen,https://www.behance.net/gallery/117973643/KULTURAUSTAUSCH-Tiere-In-Zahlen
344,postgraphics,Colleges want students to get a coronavirus vaccine. But they're split on requiring the shots,https://www.washingtonpost.com/education/2021/06/23/colleges-covid-vaccine-mandates-divide/?utm_medium=social&utm_campaign=wp_graphics&utm_source=twitter
345,postgraphics,"2020 was the deadliest gun violence year in decades. So far, 2021 is worse.",https://www.washingtonpost.com/nation/2021/06/14/2021-gun-violence/?utm_medium=social&utm_source=twitter&utm_campaign=wp_graphics
346,postgraphics,"2020 was the deadliest gun violence year in decades. So far, 2021 is worse.",https://www.washingtonpost.com/nation/2021/06/14/2021-gun-violence/?utm_medium=social&utm_source=twitter&utm_campaign=wp_graphics
347,postgraphics,"2020 was the deadliest gun violence year in decades. So far, 2021 is worse.",https://www.washingtonpost.com/nation/2021/06/14/2021-gun-violence/?utm_medium=social&utm_source=twitter&utm_campaign=wp_graphics
348,postgraphics,"2020 was the deadliest gun violence year in decades. So far, 2021 is worse.",https://www.washingtonpost.com/nation/2021/06/14/2021-gun-violence/?utm_medium=social&utm_source=twitter&utm_campaign=wp_graphics
349,postgraphics,The Technology 202: Biden administration full of officials who worked for prominent tech companies,https://twitter.com/PostGraphics/status/1407355527663861763/photo/1
350,postgraphics,Colleges want students to get a coronavirus vaccine. But they're split on requiring the shots,https://twitter.com/PostGraphics/status/1407692462525751297/photo/1
351,postgraphics,Biden nominated as many minority women to be judges in four months as Trump had confirmed in four years,https://twitter.com/PostGraphics/status/1406355133156442116/photo/1
352,postgraphics,Anatomy of Japan's joyless Olympics: A hyper-cautious bureaucracy and slow vaccine rollout,https://twitter.com/PostGraphics/status/1403026779355418630/photo/1
353,postgraphics,Covid pushed millions worldwide from the middle class to poverty. One man is trying to work his way back,https://twitter.com/PostGraphics/status/1399712746346844166/photo/1
354,postgraphics,Concerns about missing work may be a barrier to coronavirus vaccination,https://twitter.com/PostGraphics/status/1399501413403828231/photo/1
355,postgraphics,Rio police were ordered to limit favela raids during the pandemic. They're still killing hundreds of people.,https://twitter.com/PostGraphics/status/1395531863029059584/photo/1
356,postgraphics,Which States Have Become America's Place to Be,https://twitter.com/PostGraphics/status/1394089424141656064/photo/1
357,postgraphics,NOAA unveils new U.S. climate 'normals' that are warmer than ever,https://twitter.com/PostGraphics/status/1393989802446426116/photo/1
358,postgraphics,Joe Biden has picked 341 nominees to fill key roles in his administration so far,https://twitter.com/PostGraphics/status/1387858089391558656/photo/1
359,postgraphics,2020 Census shows U.S. population grew at slowest pace since the 1930s,https://twitter.com/washingtonpost/status/1387128024567529476/photo/1
360,postgraphics,Here's just how unequal the global coronavirus vaccine rollout has been,https://twitter.com/PostGraphics/status/1385319920104316930/photo/1
361,postgraphics,India's Covid Surge is Bringing its  Healthcare system to the Brink,https://twitter.com/PostGraphics/status/1384540914404691970/photo/1
362,postgraphics,Weekday Rail Commuting Peaks Soften Amid the Pandemic,https://twitter.com/PostGraphics
363,postgraphics,Smallest Ridership in Predominantly Black and Hispanic Communities,https://twitter.com/PostGraphics/status/1383766514277388297/photo/1
364,postgraphics,Decline in Ridership on Metrorail,https://twitter.com/PostGraphics/status/1383122111988969473/photo/1
365,postgraphics,Biden's Circuit Court Nominees,https://twitter.com/PostGraphics/status/1376974404345860102/photo/1
366,postgraphics,Vessel Traffic at the Sues Canal After Blockage,https://twitter.com/PostGraphics/status/1375288937418199040/photo/1
367,postgraphics,Unaccompanied Minors in HHS Custody by Month,https://twitter.com/AdrianBlancoR/status/1370158665727086592/photo/1
368,postgraphics,"Russia, Turkey Are Sending Fighters and Weapons into Libya, Dashing Hopes For Freedom and Democracy Prompted by Arab Spring",https://twitter.com/PostGraphics/status/1365000509577256963/photo/1
369,postgraphics,"500,000 Coronavirus Deaths Visualized: A Number Almost Too Large to Grasp",https://twitter.com/PostGraphics/status/1363553800292859905/photo/1
370,postgraphics,Who talked the most during Trump's second impeachment trial,https://twitter.com/PostGraphics/status/1361087847994908678/photo/1
371,postgraphics,Biden Cabinet Secretaries' Comfirmation So Far,https://twitter.com/PostGraphics/status/1356715459618484224/photo/1
372,postgraphics,Mexico's Disappeared Since 2006,https://twitter.com/PostGraphics/status/1336099904519888897/photo/1
373,postgraphics,Counties Where Turnout Increased At Least Seven Percentage Points,https://twitter.com/PostGraphics/status/1333561631943634944/photo/1
374,postgraphics,20 million Americans didn't vote in 2016's closest battlegrounds,https://twitter.com/PostGraphics/status/1323405807107612673/photo/1
375,postgraphics,Segregated from opportunity,https://twitter.com/PostGraphics/status/1317489174816165889/photo/1
376,postgraphics,Major Remittance Flows Across the Globe,https://twitter.com/PostGraphics/status/1312845872158441472/photo/1
377,postgraphics,Major Remittance Flows to India in 2019,https://twitter.com/PostGraphics/status/1311784619436658693/photo/1
378,postgraphics,The volume has been turned up on everything: Pandemic places alarming pressure on transgender mental health,https://twitter.com/PostGraphics/status/1295836405546078218/photo/1
379,postgraphics,"Covid-19's Toll Felt Around The Country as Deaths Reach 150,000",https://twitter.com/PostGraphics/status/1289553583306706944/photo/1
380,postgraphics,Covid-19 Continues to Cause 1 out of Every 5 Deaths Among Hispanic and Native Americans,https://twitter.com/PostGraphics/status/1289328181489655816/photo/1
381,postgraphics,Spike Protein Mutation Takes Over,https://twitter.com/PostGraphics/status/1277694119729602560/photo/1
382,postgraphics,Where Cases Are Spiking,https://twitter.com/PostGraphics/status/1271084892223389696/photo/1
383,visme,Marketing Budget,https://www.visme.co/templates/charts/
384,visme,Computer Sales,https://www.visme.co/templates/charts/
385,visme,Website Visitor Trend,https://www.visme.co/templates/charts/
386,infogram,Gunnison Valley Economic Recovery Dashboard,https://infogram.com/gunni-dashboard-v03-1hkv2nr3ypkp4x3
387,infogram,Gunnison Valley Economic Recovery Dashboard,https://infogram.com/gunni-dashboard-v03-1hkv2nr3ypkp4x3
388,infogram,Gunnison Valley Economic Recovery Dashboard,https://infogram.com/gunni-dashboard-v03-1hkv2nr3ypkp4x3
389,infogram,Statsministerens nyttarstale,https://infogram.com/52e8d58c-8448-4150-959e-6b4202542e23
390,nytimes,Japan's Low Vaccination Rate,https://www.nytimes.com/interactive/2021/06/23/world/asia/japan-coronavirus-olympics.html
391,nyt graphics,A History of the Detainee Population,https://twitter.com/nytgraphics/status/1395774540660215811/photo/1
392,nytimes,Propotion of Infrastructure and Family Plan,https://twitter.com/aliciaparlap/status/1387533627412697090/photo/1
393,nytimes,Congressional Seats Awarded to Each State From the 2020 Cencus,https://www.nytimes.com/interactive/2021/04/26/us/politics/congress-house-seats-census.html
394,nyt sports,"Breaking News: Gonzaga edged UCLA, 93-90, and will play Baylor for the national title",https://twitter.com/NYTSports/status/1378546586880520195/photo/1
395,propublica,How sports owners pay less taxes than athletes,https://flowingdata.com/2021/07/08/how-sports-owners-pay-less-taxes-than-athletes/
396,washingtonpost,How Big Tech got so big:Hundreds of acquisitions,https://www.washingtonpost.com/technology/interactive/2021/amazon-apple-facebook-google-acquisitions/
397,flowingdata,A Diagram of All the Batteries,https://flowingdata.com/2018/07/03/a-diagram-of-all-the-batteries/
398,flowingdata,Most Common Family Types in America,https://flowingdata.com/2016/07/20/modern-family-structure/
399,flowingdata,"Top Brewery Road Trip, Routed Algorithmically",https://flowingdata.com/2015/10/26/top-brewery-road-trip-routed-algorithmically/
400,flowingdata,In search of food deserts,https://flowingdata.com/2013/08/27/in-search-of-food-deserts/
401,massvis,,http://massvis.mit.edu/
402,massvis,,http://massvis.mit.edu/
403,massvis,,http://massvis.mit.edu/
404,massvis,,http://massvis.mit.edu/
405,massvis,,http://massvis.mit.edu/
406,massvis,,http://massvis.mit.edu/
407,massvis,,http://massvis.mit.edu/
408,massvis,,http://massvis.mit.edu/
409,massvis,,http://massvis.mit.edu/
410,massvis,,http://massvis.mit.edu/
411,massvis,,http://massvis.mit.edu/
412,massvis,,http://massvis.mit.edu/
413,massvis,,http://massvis.mit.edu/
414,massvis,,http://massvis.mit.edu/
415,massvis,,http://massvis.mit.edu/
416,massvis,,http://massvis.mit.edu/
417,massvis,,http://massvis.mit.edu/
418,massvis,,http://massvis.mit.edu/
419,massvis,,http://massvis.mit.edu/
420,massvis,,http://massvis.mit.edu/
421,massvis,,http://massvis.mit.edu/
422,massvis,,http://massvis.mit.edu/
423,massvis,,http://massvis.mit.edu/
424,massvis,,http://massvis.mit.edu/
425,massvis,,http://massvis.mit.edu/
426,massvis,,http://massvis.mit.edu/
427,massvis,,http://massvis.mit.edu/
428,massvis,,http://massvis.mit.edu/
429,massvis,,http://massvis.mit.edu/
430,massvis,,http://massvis.mit.edu/
431,massvis,,http://massvis.mit.edu/
432,massvis,,http://massvis.mit.edu/
433,massvis,,http://massvis.mit.edu/
434,massvis,,http://massvis.mit.edu/
435,massvis,,http://massvis.mit.edu/
436,massvis,,http://massvis.mit.edu/
437,massvis,,http://massvis.mit.edu/
438,massvis,,http://massvis.mit.edu/
439,massvis,,http://massvis.mit.edu/
440,massvis,,http://massvis.mit.edu/
441,massvis,,http://massvis.mit.edu/
442,massvis,,http://massvis.mit.edu/
443,massvis,,http://massvis.mit.edu/
444,massvis,,http://massvis.mit.edu/
445,massvis,,http://massvis.mit.edu/
446,massvis,,http://massvis.mit.edu/
447,massvis,,http://massvis.mit.edu/
448,massvis,,http://massvis.mit.edu/
449,massvis,,http://massvis.mit.edu/
450,massvis,,http://massvis.mit.edu/
451,massvis,,http://massvis.mit.edu/
452,massvis,,http://massvis.mit.edu/
453,massvis,,http://massvis.mit.edu/
454,massvis,,http://massvis.mit.edu/
455,massvis,,http://massvis.mit.edu/
456,massvis,,http://massvis.mit.edu/
457,massvis,,http://massvis.mit.edu/
458,massvis,,http://massvis.mit.edu/
459,massvis,,http://massvis.mit.edu/
460,massvis,,http://massvis.mit.edu/
461,massvis,,http://massvis.mit.edu/
462,massvis,,http://massvis.mit.edu/
463,massvis,,http://massvis.mit.edu/
464,massvis,,http://massvis.mit.edu/
465,massvis,,http://massvis.mit.edu/
466,massvis,,http://massvis.mit.edu/
467,massvis,,http://massvis.mit.edu/
468,massvis,,http://massvis.mit.edu/
469,massvis,,http://massvis.mit.edu/
470,massvis,,http://massvis.mit.edu/
471,massvis,,http://massvis.mit.edu/
472,massvis,,http://massvis.mit.edu/
473,massvis,,http://massvis.mit.edu/
474,massvis,,http://massvis.mit.edu/
475,massvis,,http://massvis.mit.edu/
476,massvis,,http://massvis.mit.edu/
477,massvis,,http://massvis.mit.edu/
478,massvis,,http://massvis.mit.edu/
479,massvis,,http://massvis.mit.edu/
480,massvis,,http://massvis.mit.edu/
481,massvis,,http://massvis.mit.edu/
482,massvis,,http://massvis.mit.edu/
483,massvis,,http://massvis.mit.edu/
484,massvis,,http://massvis.mit.edu/
485,massvis,,http://massvis.mit.edu/
486,massvis,,http://massvis.mit.edu/
487,massvis,,http://massvis.mit.edu/
488,massvis,,http://massvis.mit.edu/
489,massvis,,http://massvis.mit.edu/
490,massvis,,http://massvis.mit.edu/
491,massvis,,http://massvis.mit.edu/
492,massvis,,http://massvis.mit.edu/
493,massvis,,http://massvis.mit.edu/
494,massvis,,http://massvis.mit.edu/
495,massvis,,http://massvis.mit.edu/
496,massvis,,http://massvis.mit.edu/
497,massvis,,http://massvis.mit.edu/
498,massvis,,http://massvis.mit.edu/
499,massvis,,http://massvis.mit.edu/
500,massvis,,http://massvis.mit.edu/
501,massvis,,http://massvis.mit.edu/
502,massvis,,http://massvis.mit.edu/
503,massvis,,http://massvis.mit.edu/
504,massvis,,http://massvis.mit.edu/
505,massvis,,http://massvis.mit.edu/
506,massvis,,http://massvis.mit.edu/
507,massvis,,http://massvis.mit.edu/
508,massvis,,http://massvis.mit.edu/
509,massvis,,http://massvis.mit.edu/
510,massvis,,http://massvis.mit.edu/
511,massvis,,http://massvis.mit.edu/
512,massvis,,http://massvis.mit.edu/
513,massvis,,http://massvis.mit.edu/
514,massvis,,http://massvis.mit.edu/
515,massvis,,http://massvis.mit.edu/
516,massvis,,http://massvis.mit.edu/
517,massvis,,http://massvis.mit.edu/
518,massvis,,http://massvis.mit.edu/
519,massvis,,http://massvis.mit.edu/
520,massvis,,http://massvis.mit.edu/
521,massvis,,http://massvis.mit.edu/
522,massvis,,http://massvis.mit.edu/
523,massvis,,http://massvis.mit.edu/
524,massvis,,http://massvis.mit.edu/
525,massvis,,http://massvis.mit.edu/
526,massvis,,http://massvis.mit.edu/
527,massvis,,http://massvis.mit.edu/
528,massvis,,http://massvis.mit.edu/
529,massvis,,http://massvis.mit.edu/
530,massvis,,http://massvis.mit.edu/
531,massvis,,http://massvis.mit.edu/
532,massvis,,http://massvis.mit.edu/
533,massvis,,http://massvis.mit.edu/
534,massvis,,http://massvis.mit.edu/
535,massvis,,http://massvis.mit.edu/
536,massvis,,http://massvis.mit.edu/
537,massvis,,http://massvis.mit.edu/
538,massvis,,http://massvis.mit.edu/
539,massvis,,http://massvis.mit.edu/
540,massvis,,http://massvis.mit.edu/
541,massvis,,http://massvis.mit.edu/
542,massvis,,http://massvis.mit.edu/
543,massvis,,http://massvis.mit.edu/
544,massvis,,http://massvis.mit.edu/
545,massvis,,http://massvis.mit.edu/
546,massvis,,http://massvis.mit.edu/
547,massvis,,http://massvis.mit.edu/
548,massvis,,http://massvis.mit.edu/
549,massvis,,http://massvis.mit.edu/
550,massvis,,http://massvis.mit.edu/
551,massvis,,http://massvis.mit.edu/
552,massvis,,http://massvis.mit.edu/
553,massvis,,http://massvis.mit.edu/
554,massvis,,http://massvis.mit.edu/
555,massvis,,http://massvis.mit.edu/
556,massvis,,http://massvis.mit.edu/
557,massvis,,http://massvis.mit.edu/
558,massvis,,http://massvis.mit.edu/
559,massvis,,http://massvis.mit.edu/
560,massvis,,http://massvis.mit.edu/
