id	eg_source	eg_title	eg_link	json
112	fivethirtyeight	What Makes LeBron James So Great	http://massvis.mit.edu/	{'id':112,'eg_title':What Makes LeBron James So Great,'eg_source':fivethirtyeight,'eg_link':http://massvis.mit.edu/}
113	fivethirtyeight	What Makes LeBron James So Great	http://massvis.mit.edu/	{'id':113,'eg_title':What Makes LeBron James So Great,'eg_source':fivethirtyeight,'eg_link':http://massvis.mit.edu/}
114	fivethirtyeight	Don��t Believe Anything The 2020 Exit Polls Tell You 	http://massvis.mit.edu/	{'id':114,'eg_title':Don��t Believe Anything The 2020 Exit Polls Tell You ,'eg_source':fivethirtyeight,'eg_link':http://massvis.mit.edu/}
115	imb	The Last Star in the Universe �C Red Dwarfs Explained	http://massvis.mit.edu/	{'id':115,'eg_title':The Last Star in the Universe �C Red Dwarfs Explained,'eg_source':imb,'eg_link':http://massvis.mit.edu/}
116	imb	The Winners: Politics & Global	http://massvis.mit.edu/	{'id':116,'eg_title':The Winners: Politics & Global,'eg_source':imb,'eg_link':http://massvis.mit.edu/}
117	imb	Data Science vs Fake	http://massvis.mit.edu/	{'id':117,'eg_title':Data Science vs Fake,'eg_source':imb,'eg_link':http://massvis.mit.edu/}
118	imb	Noon It's Not	http://massvis.mit.edu/	{'id':118,'eg_title':Noon It's Not,'eg_source':imb,'eg_link':http://massvis.mit.edu/}
119	imb	3,121 Desperate Journeys: Exposing A Week Of Chaos Under Trump's Zero Tolerance	http://massvis.mit.edu/	{'id':119,'eg_title':3,121 Desperate Journeys: Exposing A Week Of Chaos Under Trump's Zero Tolerance,'eg_source':imb,'eg_link':http://massvis.mit.edu/}
120	imb	A Plastic Coral	http://massvis.mit.edu/	{'id':120,'eg_title':A Plastic Coral,'eg_source':imb,'eg_link':http://massvis.mit.edu/}
121	imb	Fish World	http://massvis.mit.edu/	{'id':121,'eg_title':Fish World,'eg_source':imb,'eg_link':http://massvis.mit.edu/}
122	imb	Yo Y El Mundo	http://massvis.mit.edu/	{'id':122,'eg_title':Yo Y El Mundo,'eg_source':imb,'eg_link':http://massvis.mit.edu/}
123	imb	The categories: Humanitarian / global	http://massvis.mit.edu/	{'id':123,'eg_title':The categories: Humanitarian / global,'eg_source':imb,'eg_link':http://massvis.mit.edu/}
124	imb	World Food Clock	http://massvis.mit.edu/	{'id':124,'eg_title':World Food Clock,'eg_source':imb,'eg_link':http://massvis.mit.edu/}
125	imb	Migration in the Census and in the News	http://massvis.mit.edu/	{'id':125,'eg_title':Migration in the Census and in the News,'eg_source':imb,'eg_link':http://massvis.mit.edu/}
126	imb	Data Cuisine	http://massvis.mit.edu/	{'id':126,'eg_title':Data Cuisine,'eg_source':imb,'eg_link':http://massvis.mit.edu/}
127	imb	Here Is Europe��s Chocolate Consumption IN 2015	http://massvis.mit.edu/	{'id':127,'eg_title':Here Is Europe��s Chocolate Consumption IN 2015,'eg_source':imb,'eg_link':http://massvis.mit.edu/}
128	imb	Rhythm of Food	http://massvis.mit.edu/	{'id':128,'eg_title':Rhythm of Food,'eg_source':imb,'eg_link':http://massvis.mit.edu/}
129	imb	The ��uh�� versus ��um�� map of America	http://massvis.mit.edu/	{'id':129,'eg_title':The ��uh�� versus ��um�� map of America,'eg_source':imb,'eg_link':http://massvis.mit.edu/}
130	quartz	We��re running out of room on the ��And Counting�� t-shirt to add all the unarmed black people killed by cops in America	http://massvis.mit.edu/	{'id':130,'eg_title':We��re running out of room on the ��And Counting�� t-shirt to add all the unarmed black people killed by cops in America,'eg_source':quartz,'eg_link':http://massvis.mit.edu/}
131	reuters	A box-office juggernaut, the MCU is the highest-grossing film franchise of all time.	http://massvis.mit.edu/	{'id':131,'eg_title':A box-office juggernaut, the MCU is the highest-grossing film franchise of all time.,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
132	reuters	Sea Level Rise By The Numbers	http://massvis.mit.edu/	{'id':132,'eg_title':Sea Level Rise By The Numbers,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
133	reuters	Talking heads	http://massvis.mit.edu/	{'id':133,'eg_title':Talking heads,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
134	reuters	The Original Avengers	http://massvis.mit.edu/	{'id':134,'eg_title':The Original Avengers,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
135	reuters	Super League shakeup	http://massvis.mit.edu/	{'id':135,'eg_title':Super League shakeup,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
136	reuters	51% of Americans approve of the president	http://massvis.mit.edu/	{'id':136,'eg_title':51% of Americans approve of the president,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
137	reuters	Counting The Cost in Gaza	http://massvis.mit.edu/	{'id':137,'eg_title':Counting The Cost in Gaza,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
138	reuters	Counting The Cost in Gaza	http://massvis.mit.edu/	{'id':138,'eg_title':Counting The Cost in Gaza,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
139	reuters	The Forgotten Events	http://massvis.mit.edu/	{'id':139,'eg_title':The Forgotten Events,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
140	reuters	Voting Highs	http://massvis.mit.edu/	{'id':140,'eg_title':Voting Highs,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
141	reuters	Reading The Brexit Tea Leaves	http://massvis.mit.edu/	{'id':141,'eg_title':Reading The Brexit Tea Leaves,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
142	reuters	A Decade of Peace Shattered	http://massvis.mit.edu/	{'id':142,'eg_title':A Decade of Peace Shattered,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
143	reuters	A Decade of Peace Shattered	http://massvis.mit.edu/	{'id':143,'eg_title':A Decade of Peace Shattered,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
144	reuters	The Figures Behind the Faces	http://massvis.mit.edu/	{'id':144,'eg_title':The Figures Behind the Faces,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
145	reuters	The Figures Behind the Faces	http://massvis.mit.edu/	{'id':145,'eg_title':The Figures Behind the Faces,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
146	reuters	The Figures Behind the Faces	http://massvis.mit.edu/	{'id':146,'eg_title':The Figures Behind the Faces,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
147	reuters	Comparing Outbreaks	http://massvis.mit.edu/	{'id':147,'eg_title':Comparing Outbreaks,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
148	reuters	The Race Gap: How U.S. Systemic Racism Plays Out in Black Lives	http://massvis.mit.edu/	{'id':148,'eg_title':The Race Gap: How U.S. Systemic Racism Plays Out in Black Lives,'eg_source':reuters,'eg_link':http://massvis.mit.edu/#student-loans}
149	reuters	The Race Gap: How U.S. Systemic Racism Plays Out in Black Lives	http://massvis.mit.edu/	{'id':149,'eg_title':The Race Gap: How U.S. Systemic Racism Plays Out in Black Lives,'eg_source':reuters,'eg_link':http://massvis.mit.edu/#the-justice-system}
150	reuters	The Race Gap: How U.S. Systemic Racism Plays Out in Black Lives	http://massvis.mit.edu/	{'id':150,'eg_title':The Race Gap: How U.S. Systemic Racism Plays Out in Black Lives,'eg_source':reuters,'eg_link':http://massvis.mit.edu/#homeownership}
151	reuters	The Race Gap: How U.S. Systemic Racism Plays Out in Black Lives	http://massvis.mit.edu/	{'id':151,'eg_title':The Race Gap: How U.S. Systemic Racism Plays Out in Black Lives,'eg_source':reuters,'eg_link':http://massvis.mit.edu/#life-expectancy}
152	reuters	How Powerful was the Beirut Blast?	http://massvis.mit.edu/	{'id':152,'eg_title':How Powerful was the Beirut Blast?,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
153	reuters	Collision Course	http://massvis.mit.edu/	{'id':153,'eg_title':Collision Course,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
154	reuters	Understanding Brexit: The Event that Led to UK to a Brexit Impasse	http://massvis.mit.edu/	{'id':154,'eg_title':Understanding Brexit: The Event that Led to UK to a Brexit Impasse,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
155	reuters	How Joe Biden Won the U.S. Presidential Election	http://massvis.mit.edu/	{'id':155,'eg_title':How Joe Biden Won the U.S. Presidential Election,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
156	reuters	Speed and Trust	http://massvis.mit.edu/	{'id':156,'eg_title':Speed and Trust,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
157	reuters	Cannabis Entrepreneurs, Celebrity Investors Light Up as Legalization Blooms	http://massvis.mit.edu/	{'id':157,'eg_title':Cannabis Entrepreneurs, Celebrity Investors Light Up as Legalization Blooms,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
158	reuters	The Fed Shifts Into Neutral	http://massvis.mit.edu/	{'id':158,'eg_title':The Fed Shifts Into Neutral,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
159	reuters	Apple Hits $1 Trillion Stock Valuation	http://massvis.mit.edu/	{'id':159,'eg_title':Apple Hits $1 Trillion Stock Valuation,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
160	reuters	What If All The Ice Melted?	http://massvis.mit.edu/	{'id':160,'eg_title':What If All The Ice Melted?,'eg_source':reuters,'eg_link':http://massvis.mit.edu/}
161	the guardian	Premier League summer transfers 2015 �C in numbers	http://massvis.mit.edu/	{'id':161,'eg_title':Premier League summer transfers 2015 �C in numbers,'eg_source':the guardian,'eg_link':http://massvis.mit.edu/}
162	the guardian	When Will Your Parents Die? The Factors That Make the Difference in America	http://massvis.mit.edu/	{'id':162,'eg_title':When Will Your Parents Die? The Factors That Make the Difference in America,'eg_source':the guardian,'eg_link':http://massvis.mit.edu/}
163	the guardian	Data Reveals Australia��s New International Arrivals Cap Is Harshest Yet	http://massvis.mit.edu/	{'id':163,'eg_title':Data Reveals Australia��s New International Arrivals Cap Is Harshest Yet,'eg_source':the guardian,'eg_link':http://massvis.mit.edu/}
164	the guardian	Italy Crush England��s Dreams After Winning Euro 2020 On Penalties	http://massvis.mit.edu/	{'id':164,'eg_title':Italy Crush England��s Dreams After Winning Euro 2020 On Penalties,'eg_source':the guardian,'eg_link':http://massvis.mit.edu/}
165	the guardian	Ugandan Minister Blames West For Covid Vaccine Shortage	http://massvis.mit.edu/	{'id':165,'eg_title':Ugandan Minister Blames West For Covid Vaccine Shortage,'eg_source':the guardian,'eg_link':http://massvis.mit.edu/}
166	the guardian	��They Will Never Let Go��: Isis Fighters Regroup In the Heart of Iraq	http://massvis.mit.edu/	{'id':166,'eg_title':��They Will Never Let Go��: Isis Fighters Regroup In the Heart of Iraq,'eg_source':the guardian,'eg_link':http://massvis.mit.edu/}
167	the pudding	The Emotional GIF Range of Celebs	http://massvis.mit.edu/	{'id':167,'eg_title':The Emotional GIF Range of Celebs,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
168	the pudding	The Timing of Baby Making	http://massvis.mit.edu/	{'id':168,'eg_title':The Timing of Baby Making,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
169	the pudding	How Many Artists Overshadow Their Band After Going Solo?	http://massvis.mit.edu/	{'id':169,'eg_title':How Many Artists Overshadow Their Band After Going Solo?,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
170	the pudding	Every Time Someone Says ��cool�� in Community	http://massvis.mit.edu/	{'id':170,'eg_title':Every Time Someone Says ��cool�� in Community,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
171	the pudding	Film Or Digital?	http://massvis.mit.edu/	{'id':171,'eg_title':Film Or Digital?,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
172	the pudding	The Structure of Stand-Up Comedy	http://massvis.mit.edu/	{'id':172,'eg_title':The Structure of Stand-Up Comedy,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
173	the pudding	The Structure of Stand-Up Comedy	http://massvis.mit.edu/	{'id':173,'eg_title':The Structure of Stand-Up Comedy,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
174	the pudding	Listen to Her:Gender on This American Life	http://massvis.mit.edu/	{'id':174,'eg_title':Listen to Her:Gender on This American Life,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
175	the pudding	Listen to Her:Gender on This American Life	http://massvis.mit.edu/	{'id':175,'eg_title':Listen to Her:Gender on This American Life,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
176	the pudding	Listen to Her:Gender on This American Life	http://massvis.mit.edu/	{'id':176,'eg_title':Listen to Her:Gender on This American Life,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
177	the pudding	She Giggles, He Gallops	http://massvis.mit.edu/	{'id':177,'eg_title':She Giggles, He Gallops,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
178	the pudding	The Naked Truth	http://massvis.mit.edu/	{'id':178,'eg_title':The Naked Truth,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
179	the pudding	The Naked Truth	http://massvis.mit.edu/	{'id':179,'eg_title':The Naked Truth,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
180	the pudding	The Most Negative Characters	http://massvis.mit.edu/	{'id':180,'eg_title':The Most Negative Characters,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
181	the pudding	A Brief History of The Past 100 YEARS	http://massvis.mit.edu/	{'id':181,'eg_title':A Brief History of The Past 100 YEARS,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
182	the pudding	What Does the Path to Fame Look Like?	http://massvis.mit.edu/	{'id':182,'eg_title':What Does the Path to Fame Look Like?,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
183	the pudding	What Does the Path to Fame Look Like?	http://massvis.mit.edu/	{'id':183,'eg_title':What Does the Path to Fame Look Like?,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
184	the pudding	What Does the Path to Fame Look Like?	http://massvis.mit.edu/	{'id':184,'eg_title':What Does the Path to Fame Look Like?,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
185	the pudding	The Birthday Paradox Experiment 	http://massvis.mit.edu/	{'id':185,'eg_title':The Birthday Paradox Experiment ,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
186	the pudding	The Largest Vocabulary In Hip Hop	http://massvis.mit.edu/	{'id':186,'eg_title':The Largest Vocabulary In Hip Hop,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
187	the pudding	Human Terrain	http://massvis.mit.edu/	{'id':187,'eg_title':Human Terrain,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
188	the pudding	Human Terrain	http://massvis.mit.edu/	{'id':188,'eg_title':Human Terrain,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
189	the pudding	Women's Pockets are Inferior.	http://massvis.mit.edu/	{'id':189,'eg_title':Women's Pockets are Inferior.,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
190	the pudding	Get Out Of Your Geographic Music Bubble	http://massvis.mit.edu/	{'id':190,'eg_title':Get Out Of Your Geographic Music Bubble,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
191	the pudding	How Many High School Stars Make it in the NBA?	http://massvis.mit.edu/	{'id':191,'eg_title':How Many High School Stars Make it in the NBA?,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
192	the pudding	The Historical Cost of Light	http://massvis.mit.edu/	{'id':192,'eg_title':The Historical Cost of Light,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
193	the pudding	How Officer Complaints Are Investigated: A Case Study of Philadelphia Police	http://massvis.mit.edu/	{'id':193,'eg_title':How Officer Complaints Are Investigated: A Case Study of Philadelphia Police,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
194	the pudding	How Officer Complaints Are Investigated: A Case Study of Philadelphia Police	http://massvis.mit.edu/	{'id':194,'eg_title':How Officer Complaints Are Investigated: A Case Study of Philadelphia Police,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
195	the pudding	How Officer Complaints Are Investigated: A Case Study of Philadelphia Police	http://massvis.mit.edu/	{'id':195,'eg_title':How Officer Complaints Are Investigated: A Case Study of Philadelphia Police,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
196	the pudding	How Rigid Is The Middle Class in The US, Really?	http://massvis.mit.edu/	{'id':196,'eg_title':How Rigid Is The Middle Class in The US, Really?,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
197	the pudding	How Rigid Is The Middle Class in The US, Really?	http://massvis.mit.edu/	{'id':197,'eg_title':How Rigid Is The Middle Class in The US, Really?,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
198	the pudding	The Kim Foxx Effect	http://massvis.mit.edu/	{'id':198,'eg_title':The Kim Foxx Effect,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
199	the pudding	The Kim Foxx Effect	http://massvis.mit.edu/	{'id':199,'eg_title':The Kim Foxx Effect,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
200	the pudding	The Kim Foxx Effect	http://massvis.mit.edu/	{'id':200,'eg_title':The Kim Foxx Effect,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
201	the pudding	The Language Of Congress	http://massvis.mit.edu/	{'id':201,'eg_title':The Language Of Congress,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
202	the pudding	The Good, the Rad, and the Gnarly	http://massvis.mit.edu/	{'id':202,'eg_title':The Good, the Rad, and the Gnarly,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
203	the pudding	The Good, the Rad, and the Gnarly	http://massvis.mit.edu/	{'id':203,'eg_title':The Good, the Rad, and the Gnarly,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
204	the pudding	One-Hit Wonders in Sports	http://massvis.mit.edu/	{'id':204,'eg_title':One-Hit Wonders in Sports,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
205	the pudding	One-Hit Wonders in Sports	http://massvis.mit.edu/	{'id':205,'eg_title':One-Hit Wonders in Sports,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
206	the pudding	The Most Common Contraceptive Combinations	http://massvis.mit.edu/	{'id':206,'eg_title':The Most Common Contraceptive Combinations,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
207	the pudding	10 Things Everyone Hates About You	http://massvis.mit.edu/	{'id':207,'eg_title':10 Things Everyone Hates About You,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
208	the pudding	10 Things Everyone Hates About You	http://massvis.mit.edu/	{'id':208,'eg_title':10 Things Everyone Hates About You,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
209	the pudding	10 Things Everyone Hates About You	http://massvis.mit.edu/	{'id':209,'eg_title':10 Things Everyone Hates About You,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
210	the pudding	Craft beer �� so hot right now. But what city is the microbrew capital of the US?	http://massvis.mit.edu/	{'id':210,'eg_title':Craft beer �� so hot right now. But what city is the microbrew capital of the US?,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
211	the pudding	Free Willy and Flipper by the Numbers	http://massvis.mit.edu/	{'id':211,'eg_title':Free Willy and Flipper by the Numbers,'eg_source':the pudding,'eg_link':http://massvis.mit.edu/}
212	unicef	Children and the Sustainable Development Goals.	http://massvis.mit.edu/	{'id':212,'eg_title':Children and the Sustainable Development Goals.,'eg_source':unicef,'eg_link':http://massvis.mit.edu/}
213	unicef	Children and the Sustainable Development Goals.	http://massvis.mit.edu/	{'id':213,'eg_title':Children and the Sustainable Development Goals.,'eg_source':unicef,'eg_link':http://massvis.mit.edu/}
214	unicef	Together Against Coronavirus. UNICEF continues to deliver professional protective supplies to Armenia	http://massvis.mit.edu/	{'id':214,'eg_title':Together Against Coronavirus. UNICEF continues to deliver professional protective supplies to Armenia,'eg_source':unicef,'eg_link':http://massvis.mit.edu/}
215	unicef	World Toilet Day	http://massvis.mit.edu/	{'id':215,'eg_title':World Toilet Day,'eg_source':unicef,'eg_link':http://massvis.mit.edu/}
216	unicef	The Practice of Handwashing with Soap in India in not wide spread	http://massvis.mit.edu/	{'id':216,'eg_title':The Practice of Handwashing with Soap in India in not wide spread,'eg_source':unicef,'eg_link':http://massvis.mit.edu/}
217	unicef	Levels and Trends in Child Malnutrition	http://massvis.mit.edu/	{'id':217,'eg_title':Levels and Trends in Child Malnutrition,'eg_source':unicef,'eg_link':http://massvis.mit.edu/}
218	vox	Why you can't compare Covid-19 vaccines	http://massvis.mit.edu/	{'id':218,'eg_title':Why you can't compare Covid-19 vaccines,'eg_source':vox,'eg_link':http://massvis.mit.edu/}
219	vox	Texas's power disaster is a warning sign for the US	http://massvis.mit.edu/	{'id':219,'eg_title':Texas's power disaster is a warning sign for the US,'eg_source':vox,'eg_link':http://massvis.mit.edu/}
220	vox	Texas's power disaster is a warning sign for the US	http://massvis.mit.edu/	{'id':220,'eg_title':Texas's power disaster is a warning sign for the US,'eg_source':vox,'eg_link':http://massvis.mit.edu/}
221	vox	How the rich avoid paying taxes	http://massvis.mit.edu/	{'id':221,'eg_title':How the rich avoid paying taxes,'eg_source':vox,'eg_link':http://massvis.mit.edu/}
222	vox	How the rich avoid paying taxes	http://massvis.mit.edu/	{'id':222,'eg_title':How the rich avoid paying taxes,'eg_source':vox,'eg_link':http://massvis.mit.edu/}
223	vox	How the rich avoid paying taxes	http://massvis.mit.edu/	{'id':223,'eg_title':How the rich avoid paying taxes,'eg_source':vox,'eg_link':http://massvis.mit.edu/}
224	vox	How the rich avoid paying taxes	http://massvis.mit.edu/	{'id':224,'eg_title':How the rich avoid paying taxes,'eg_source':vox,'eg_link':http://massvis.mit.edu/}
225	vox	The Electoral College, explained	http://massvis.mit.edu/	{'id':225,'eg_title':The Electoral College, explained,'eg_source':vox,'eg_link':http://massvis.mit.edu/}
226	vox	The Electoral College, explained	http://massvis.mit.edu/	{'id':226,'eg_title':The Electoral College, explained,'eg_source':vox,'eg_link':http://massvis.mit.edu/}
227	vox	The Electoral College, explained	http://massvis.mit.edu/	{'id':227,'eg_title':The Electoral College, explained,'eg_source':vox,'eg_link':http://massvis.mit.edu/}
228	wsj	South and West to Gain Power in House of Representatives, Expected to Favor Republicans	http://massvis.mit.edu/	{'id':228,'eg_title':South and West to Gain Power in House of Representatives, Expected to Favor Republicans,'eg_source':wsj,'eg_link':http://massvis.mit.edu/}
229	wsj	Joe Biden will be the next president of the United States after crossing 270 electoral votes	http://massvis.mit.edu/	{'id':229,'eg_title':Joe Biden will be the next president of the United States after crossing 270 electoral votes,'eg_source':wsj,'eg_link':http://massvis.mit.edu/}
230	wsj	Less Savings, More Debt: How Chinese Manage Money American-Style, in 17 Charts	http://massvis.mit.edu/	{'id':230,'eg_title':Less Savings, More Debt: How Chinese Manage Money American-Style, in 17 Charts,'eg_source':wsj,'eg_link':http://massvis.mit.edu/}
231	wsj	Older Voters in Florida Could Be Key to the 2020 Election	http://massvis.mit.edu/	{'id':231,'eg_title':Older Voters in Florida Could Be Key to the 2020 Election,'eg_source':wsj,'eg_link':http://massvis.mit.edu/}
232	wsj	Floating Giant	http://massvis.mit.edu/	{'id':232,'eg_title':Floating Giant,'eg_source':wsj,'eg_link':http://massvis.mit.edu/}
233	wsj	Mobile Phone Signal U.S. Troop Movements	http://massvis.mit.edu/	{'id':233,'eg_title':Mobile Phone Signal U.S. Troop Movements,'eg_source':wsj,'eg_link':http://massvis.mit.edu/}
234	wsj	Coinbase CEO Takes Crypto Exchange Public After Bringing Bitcoin to Masses	http://massvis.mit.edu/	{'id':234,'eg_title':Coinbase CEO Takes Crypto Exchange Public After Bringing Bitcoin to Masses,'eg_source':wsj,'eg_link':http://massvis.mit.edu/}
235	wsj	Pfizer, BioNTech Covid-19 Vaccine Is Authorized in the U.S.	http://massvis.mit.edu/	{'id':235,'eg_title':Pfizer, BioNTech Covid-19 Vaccine Is Authorized in the U.S.,'eg_source':wsj,'eg_link':http://massvis.mit.edu/}
236	wsj	Key Features of the Spike Protein	http://massvis.mit.edu/	{'id':236,'eg_title':Key Features of the Spike Protein,'eg_source':wsj,'eg_link':http://massvis.mit.edu/}
237	wsj	Pfizer, BioNTech Covid-19 Vaccine Is Authorized in the U.S.	http://massvis.mit.edu/	{'id':237,'eg_title':Pfizer, BioNTech Covid-19 Vaccine Is Authorized in the U.S.,'eg_source':wsj,'eg_link':http://massvis.mit.edu/}
238	economist	Our house-price forecast expects the global rally to lose steam	http://massvis.mit.edu/	{'id':238,'eg_title':Our house-price forecast expects the global rally to lose steam,'eg_source':economist,'eg_link':http://massvis.mit.edu/}
239	economist	The jumbo traffic jam on the Suez Canal	http://massvis.mit.edu/	{'id':239,'eg_title':The jumbo traffic jam on the Suez Canal,'eg_source':economist,'eg_link':http://massvis.mit.edu/}
240	economist	Data on inbred nobles support a leader-driven theory of history	http://massvis.mit.edu/	{'id':240,'eg_title':Data on inbred nobles support a leader-driven theory of history,'eg_source':economist,'eg_link':http://massvis.mit.edu/}
241	economist	The Trump administration takes grey wolves off the endangered list	http://massvis.mit.edu/	{'id':241,'eg_title':The Trump administration takes grey wolves off the endangered list,'eg_source':economist,'eg_link':http://massvis.mit.edu/}
242	economist	The US 2020 election results	http://massvis.mit.edu/	{'id':242,'eg_title':The US 2020 election results,'eg_source':economist,'eg_link':http://massvis.mit.edu/}
243	economist	Postal voting could put America��s Democrats at a disadvantage	http://massvis.mit.edu/	{'id':243,'eg_title':Postal voting could put America��s Democrats at a disadvantage,'eg_source':economist,'eg_link':http://massvis.mit.edu/}
